observation_id,listing_id,date,price_inr,in_stock,shipping_cost_inr,is_local_quote,sku_id,retailer_id,chipset,brand,model_name,vram_gb,msrp_inr,is_reference_spec,total_effective_price_inr,msrp_premium_ratio,ref_sku_daily_price_inr,premium_over_reference,price_lag_1d,price_diff_lag_1d,price_lag_3d,price_diff_lag_3d,price_lag_7d,price_diff_lag_7d,price_lag_14d,price_diff_lag_14d,rolling_median_3d,rolling_std_3d,price_volatility_3d,rolling_median_7d,rolling_std_7d,price_volatility_7d,rolling_median_14d,rolling_std_14d,price_volatility_14d,usd_inr_rate,crypto_mining_index,silicon_supply_index,import_duty_rate
OBS-1168,LST-5060TI-16G-EAGLE-PRIME,2026-07-30,81900,True,250,False,RTX5060TI-16G-GIGA-EAGLE,PRIMEABGB,RTX 5060 Ti,Gigabyte,Gigabyte Eagle Max GeForce RTX 5060 Ti 16GB GDDR7 OC Triple Fan,16,51999,False,82150,1.5798,112500.0,0.7302,81100.0,1050.0,81000.0,1150.0,79700.0,2450.0,73250.0,8900.0,81100.0,579.5112883571225,0.0071,81000.0,751.0310373397054,0.0093,79575.0,2642.2211144379894,0.0332,84.38,50.1,94.5,0.18
OBS-1003,LST-5060TI-16G-LOCAL,2026-06-01,61000,True,500,True,RTX5060TI-16G-GIGA-GAMING,LOCAL_VENDOR_QUOTE,RTX 5060 Ti,Gigabyte,GeForce RTX 5060 Ti Gaming OC 16GB,16,49999,False,61500,1.23,81500.0,0.7546,,,,,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,83.5,50.2,100.0,0.18
OBS-1001,LST-5060TI-16G-MD,2026-06-01,62500,True,0,False,RTX5060TI-16G-GIGA-GAMING,MDCOMPUTERS,RTX 5060 Ti,Gigabyte,GeForce RTX 5060 Ti Gaming OC 16GB,16,49999,False,62500,1.25,81500.0,0.7669,61500.0,1000.0,,,,,,,61500.0,0.0,0.0,61500.0,0.0,0.0,61500.0,0.0,0.0,83.5,50.2,100.0,0.18
OBS-1002,LST-5060TI-16G-PRIME,2026-06-01,62900,True,250,False,RTX5060TI-16G-GIGA-GAMING,PRIMEABGB,RTX 5060 Ti,Gigabyte,GeForce RTX 5060 Ti Gaming OC 16GB,16,49999,False,63150,1.263,81500.0,0.7748,62500.0,650.0,,,,,,,62000.0,707.1067811865476,0.0114,62000.0,707.1067811865476,0.0114,62000.0,707.1067811865476,0.0114,83.5,50.2,100.0,0.18
OBS-1016,LST-5060TI-16G-LOCAL,2026-06-05,63000,True,500,True,RTX5060TI-16G-GIGA-GAMING,LOCAL_VENDOR_QUOTE,RTX 5060 Ti,Gigabyte,GeForce RTX 5060 Ti Gaming OC 16GB,16,49999,False,63500,1.27,84000.0,0.756,63150.0,350.0,61500.0,2000.0,,,,,62500.0,831.1638426527779,0.0133,62500.0,831.1638426527779,0.0133,62500.0,831.1638426527779,0.0133,83.55,51.1,99.5,0.18
OBS-1014,LST-5060TI-16G-MD,2026-06-05,64500,True,0,False,RTX5060TI-16G-GIGA-GAMING,MDCOMPUTERS,RTX 5060 Ti,Gigabyte,GeForce RTX 5060 Ti Gaming OC 16GB,16,49999,False,64500,1.29,84000.0,0.7679,63500.0,1000.0,62500.0,2000.0,,,,,63150.0,507.444578254608,0.008,62825.0,878.8012668781635,0.014,62825.0,878.8012668781635,0.014,83.55,51.1,99.5,0.18
OBS-1015,LST-5060TI-16G-PRIME,2026-06-05,64900,True,250,False,RTX5060TI-16G-GIGA-GAMING,PRIMEABGB,RTX 5060 Ti,Gigabyte,GeForce RTX 5060 Ti Gaming OC 16GB,16,49999,False,65150,1.303,84000.0,0.7756,64500.0,650.0,63150.0,2000.0,,,,,63500.0,700.594985232789,0.011,63150.0,1120.0446419674524,0.0177,63150.0,1120.0446419674524,0.0177,83.55,51.1,99.5,0.18
OBS-1029,LST-5060TI-16G-LOCAL,2026-06-10,65500,True,500,True,RTX5060TI-16G-GIGA-GAMING,LOCAL_VENDOR_QUOTE,RTX 5060 Ti,Gigabyte,GeForce RTX 5060 Ti Gaming OC 16GB,16,49999,False,66000,1.32,87500.0,0.7543,65150.0,850.0,63500.0,2500.0,,,,,64500.0,831.1638426527777,0.0129,63325.0,1323.883177122009,0.0209,63325.0,1323.883177122009,0.0209,83.62,49.8,99.1,0.18
OBS-1027,LST-5060TI-16G-MD,2026-06-10,67000,True,0,False,RTX5060TI-16G-GIGA-GAMING,MDCOMPUTERS,RTX 5060 Ti,Gigabyte,GeForce RTX 5060 Ti Gaming OC 16GB,16,49999,False,67000,1.34,87500.0,0.7657,66000.0,1000.0,64500.0,2500.0,61500.0,5500.0,,,65150.0,752.2189397597825,0.0115,63500.0,1561.6307105684339,0.0246,63500.0,1561.6307105684339,0.0246,83.62,49.8,99.1,0.18
OBS-1028,LST-5060TI-16G-PRIME,2026-06-10,67400,True,250,False,RTX5060TI-16G-GIGA-GAMING,PRIMEABGB,RTX 5060 Ti,Gigabyte,GeForce RTX 5060 Ti Gaming OC 16GB,16,49999,False,67650,1.353,87500.0,0.7731,67000.0,650.0,65150.0,2500.0,62500.0,5150.0,,,66000.0,926.0129588726063,0.014,64500.0,1619.2664417951082,0.0251,64000.0,1845.2158216781631,0.0288,83.62,49.8,99.1,0.18
OBS-1042,LST-5060TI-16G-LOCAL,2026-06-15,68300,True,500,True,RTX5060TI-16G-GIGA-GAMING,LOCAL_VENDOR_QUOTE,RTX 5060 Ti,Gigabyte,GeForce RTX 5060 Ti Gaming OC 16GB,16,49999,False,68800,1.376,91200.0,0.7544,67650.0,1150.0,66000.0,2800.0,63150.0,5650.0,,,67000.0,831.1638426527801,0.0124,65150.0,1704.126644075371,0.0262,64500.0,2081.0153771656724,0.0323,83.7,52.4,98.6,0.18
OBS-1040,LST-5060TI-16G-MD,2026-06-15,69800,True,0,False,RTX5060TI-16G-GIGA-GAMING,MDCOMPUTERS,RTX 5060 Ti,Gigabyte,GeForce RTX 5060 Ti Gaming OC 16GB,16,49999,False,69800,1.396,91200.0,0.7654,68800.0,1000.0,67000.0,2800.0,63500.0,6300.0,,,67650.0,911.5005942583554,0.0135,66000.0,1858.9231393726832,0.0282,64825.0,2378.170398530018,0.0367,83.7,52.4,98.6,0.18
OBS-1041,LST-5060TI-16G-PRIME,2026-06-15,70200,True,250,False,RTX5060TI-16G-GIGA-GAMING,PRIMEABGB,RTX 5060 Ti,Gigabyte,GeForce RTX 5060 Ti Gaming OC 16GB,16,49999,False,70450,1.409,91200.0,0.7725,69800.0,650.0,67650.0,2800.0,64500.0,5950.0,,,68800.0,1075.8717395675,0.0156,67000.0,1922.393101864232,0.0287,65150.0,2684.500969369434,0.0412,83.7,52.4,98.6,0.18
OBS-1055,LST-5060TI-16G-LOCAL,2026-06-20,71300,True,500,True,RTX5060TI-16G-GIGA-GAMING,LOCAL_VENDOR_QUOTE,RTX 5060 Ti,Gigabyte,GeForce RTX 5060 Ti Gaming OC 16GB,16,49999,False,71800,1.436,95000.0,0.7558,70450.0,1350.0,68800.0,3000.0,65150.0,6650.0,,,69800.0,831.1638426527796,0.0119,67650.0,1955.273699024047,0.0289,65575.0,2943.6629418381935,0.0449,83.78,51.0,98.2,0.18
OBS-1053,LST-5060TI-16G-MD,2026-06-20,72800,True,0,False,RTX5060TI-16G-GIGA-GAMING,MDCOMPUTERS,RTX 5060 Ti,Gigabyte,GeForce RTX 5060 Ti Gaming OC 16GB,16,49999,False,72800,1.456,95000.0,0.7663,71800.0,1000.0,69800.0,3000.0,66000.0,6800.0,,,70450.0,1020.2123961868637,0.0145,68800.0,2046.2800162152373,0.0297,66000.0,3268.2721068023898,0.0495,83.78,51.0,98.2,0.18
OBS-1054,LST-5060TI-16G-PRIME,2026-06-20,73200,True,250,False,RTX5060TI-16G-GIGA-GAMING,PRIMEABGB,RTX 5060 Ti,Gigabyte,GeForce RTX 5060 Ti Gaming OC 16GB,16,49999,False,73450,1.469,95000.0,0.7732,72800.0,650.0,70450.0,3000.0,67000.0,6450.0,61500.0,11950.0,71800.0,1179.3359713556392,0.0164,69800.0,2116.2916803197054,0.0303,66500.0,3589.5605657162287,0.054,83.78,51.0,98.2,0.18
OBS-1068,LST-5060TI-16G-LOCAL,2026-06-25,74300,True,500,True,RTX5060TI-16G-GIGA-GAMING,LOCAL_VENDOR_QUOTE,RTX 5060 Ti,Gigabyte,GeForce RTX 5060 Ti Gaming OC 16GB,16,49999,False,74800,1.496,98900.0,0.7563,73450.0,1350.0,71800.0,3000.0,67650.0,7150.0,62500.0,12300.0,72800.0,831.1638426527928,0.0114,70450.0,2119.916889655715,0.0301,67325.0,3663.3411909510455,0.0544,83.85,48.9,97.8,0.18
OBS-1066,LST-5060TI-16G-MD,2026-06-25,75800,True,0,False,RTX5060TI-16G-GIGA-GAMING,MDCOMPUTERS,RTX 5060 Ti,Gigabyte,GeForce RTX 5060 Ti Gaming OC 16GB,16,49999,False,75800,1.516,98900.0,0.7664,74800.0,1000.0,72800.0,3000.0,68800.0,7000.0,63150.0,12650.0,73450.0,1020.2123961868743,0.0139,71800.0,2139.8987514989153,0.0298,68225.0,3815.1609791335463,0.0559,83.85,48.9,97.8,0.18
OBS-1067,LST-5060TI-16G-PRIME,2026-06-25,76200,True,250,False,RTX5060TI-16G-GIGA-GAMING,PRIMEABGB,RTX 5060 Ti,Gigabyte,GeForce RTX 5060 Ti Gaming OC 16GB,16,49999,False,76450,1.529,98900.0,0.773,75800.0,650.0,73450.0,3000.0,69800.0,6650.0,63500.0,12950.0,74800.0,1179.3359713556486,0.0158,72800.0,2193.7410968480203,0.0301,69300.0,3948.994864463663,0.057,83.85,48.9,97.8,0.18
OBS-1081,LST-5060TI-16G-LOCAL,2026-06-30,77300,True,500,True,RTX5060TI-16G-GIGA-GAMING,LOCAL_VENDOR_QUOTE,RTX 5060 Ti,Gigabyte,GeForce RTX 5060 Ti Gaming OC 16GB,16,49999,False,77800,1.556,102800.0,0.7568,76450.0,1350.0,74800.0,3000.0,70450.0,7350.0,64500.0,13300.0,75800.0,831.163842652806,0.011,73450.0,2168.332692800306,0.0295,70125.0,3979.060922400632,0.0567,83.92,50.5,97.2,0.18
OBS-1079,LST-5060TI-16G-MD,2026-06-30,78800,True,0,False,RTX5060TI-16G-GIGA-GAMING,MDCOMPUTERS,RTX 5060 Ti,Gigabyte,GeForce RTX 5060 Ti Gaming OC 16GB,16,49999,False,78800,1.576,102800.0,0.7665,77800.0,1000.0,75800.0,3000.0,71800.0,7000.0,65150.0,13650.0,76450.0,1020.212396186885,0.0133,74800.0,2139.898751498919,0.0286,71125.0,4069.851969659952,0.0572,83.92,50.5,97.2,0.18
OBS-1080,LST-5060TI-16G-PRIME,2026-06-30,79200,True,250,False,RTX5060TI-16G-GIGA-GAMING,PRIMEABGB,RTX 5060 Ti,Gigabyte,GeForce RTX 5060 Ti Gaming OC 16GB,16,49999,False,79450,1.589,102800.0,0.7729,78800.0,650.0,76450.0,3000.0,72800.0,6650.0,66000.0,13450.0,77800.0,1179.3359713556579,0.0152,75800.0,2193.7410968480235,0.0289,72300.0,4126.129548977466,0.0571,83.92,50.5,97.2,0.18
OBS-1094,LST-5060TI-16G-LOCAL,2026-07-05,79500,True,500,True,RTX5060TI-16G-GIGA-GAMING,LOCAL_VENDOR_QUOTE,RTX 5060 Ti,Gigabyte,GeForce RTX 5060 Ti Gaming OC 16GB,16,49999,False,80000,1.6,105800.0,0.7561,79450.0,550.0,77800.0,2200.0,73450.0,6550.0,67000.0,13000.0,78800.0,831.1638426528192,0.0105,76450.0,2168.33269280031,0.0284,73125.0,4126.577287521711,0.0564,84.0,52.0,96.8,0.18
OBS-1092,LST-5060TI-16G-MD,2026-07-05,81000,True,0,False,RTX5060TI-16G-GIGA-GAMING,MDCOMPUTERS,RTX 5060 Ti,Gigabyte,GeForce RTX 5060 Ti Gaming OC 16GB,16,49999,False,81000,1.62,105800.0,0.7656,80000.0,1000.0,78800.0,2200.0,74800.0,6200.0,67650.0,13350.0,79450.0,600.6940430313933,0.0076,77800.0,1960.59393333463,0.0252,74125.0,4085.697715712186,0.0551,84.0,52.0,96.8,0.18
OBS-1093,LST-5060TI-16G-PRIME,2026-07-05,81400,True,250,False,RTX5060TI-16G-GIGA-GAMING,PRIMEABGB,RTX 5060 Ti,Gigabyte,GeForce RTX 5060 Ti Gaming OC 16GB,16,49999,False,81650,1.633,105800.0,0.7717,81000.0,650.0,79450.0,2200.0,75800.0,5850.0,68800.0,12850.0,80000.0,785.8116822751275,0.0098,78800.0,1891.6168443197716,0.024,75300.0,4013.699069409688,0.0533,84.0,52.0,96.8,0.18
OBS-1107,LST-5060TI-16G-LOCAL,2026-07-10,81300,True,500,True,RTX5060TI-16G-GIGA-GAMING,LOCAL_VENDOR_QUOTE,RTX 5060 Ti,Gigabyte,GeForce RTX 5060 Ti Gaming OC 16GB,16,49999,False,81800,1.636,108000.0,0.7574,81650.0,150.0,80000.0,1800.0,76450.0,5350.0,69800.0,12000.0,81000.0,831.1638426528201,0.0103,79450.0,1804.9535015775782,0.0227,76125.0,3934.1925320351174,0.0517,84.08,51.2,96.3,0.18
OBS-1105,LST-5060TI-16G-MD,2026-07-10,82800,True,0,False,RTX5060TI-16G-GIGA-GAMING,MDCOMPUTERS,RTX 5060 Ti,Gigabyte,GeForce RTX 5060 Ti Gaming OC 16GB,16,49999,False,82800,1.656,108000.0,0.7667,81800.0,1000.0,81000.0,1800.0,77800.0,5000.0,70450.0,12350.0,81650.0,425.2450274058549,0.0052,80000.0,1500.5157843380537,0.0188,77125.0,3782.96681350603,0.049,84.08,51.2,96.3,0.18
OBS-1106,LST-5060TI-16G-PRIME,2026-07-10,83200,True,250,False,RTX5060TI-16G-GIGA-GAMING,PRIMEABGB,RTX 5060 Ti,Gigabyte,GeForce RTX 5060 Ti Gaming OC 16GB,16,49999,False,83450,1.669,108000.0,0.7727,82800.0,650.0,81650.0,1800.0,78800.0,4650.0,71800.0,11650.0,81800.0,625.1666444504302,0.0076,81000.0,1427.3268388010963,0.0176,78300.0,3609.008874323414,0.0461,84.08,51.2,96.3,0.18
OBS-1120,LST-5060TI-16G-LOCAL,2026-07-15,82700,True,500,True,RTX5060TI-16G-GIGA-GAMING,LOCAL_VENDOR_QUOTE,RTX 5060 Ti,Gigabyte,GeForce RTX 5060 Ti Gaming OC 16GB,16,49999,False,83200,1.664,109800.0,0.7577,83450.0,-250.0,81800.0,1400.0,79450.0,3750.0,72800.0,10400.0,82800.0,831.163842652828,0.01,81650.0,1431.1999627352407,0.0175,79125.0,3473.899936559906,0.0439,84.15,49.7,95.9,0.18
OBS-1118,LST-5060TI-16G-MD,2026-07-15,84200,True,0,False,RTX5060TI-16G-GIGA-GAMING,MDCOMPUTERS,RTX 5060 Ti,Gigabyte,GeForce RTX 5060 Ti Gaming OC 16GB,16,49999,False,84200,1.684,109800.0,0.7668,83200.0,1000.0,82800.0,1400.0,80000.0,4200.0,73450.0,10750.0,83200.0,327.87192621522945,0.0039,81800.0,1247.9030029461148,0.0153,79725.0,3248.6451106492464,0.0407,84.15,49.7,95.9,0.18
OBS-1119,LST-5060TI-16G-PRIME,2026-07-15,84600,True,250,False,RTX5060TI-16G-GIGA-GAMING,PRIMEABGB,RTX 5060 Ti,Gigabyte,GeForce RTX 5060 Ti Gaming OC 16GB,16,49999,False,84850,1.697,109800.0,0.7728,84200.0,650.0,83450.0,1400.0,81000.0,3850.0,74800.0,10050.0,83450.0,520.4164998666126,0.0062,82800.0,1138.9740579846161,0.0138,80500.0,3017.221631505816,0.0375,84.15,49.7,95.9,0.18
OBS-1133,LST-5060TI-16G-LOCAL,2026-07-20,83900,True,500,True,RTX5060TI-16G-GIGA-GAMING,LOCAL_VENDOR_QUOTE,RTX 5060 Ti,Gigabyte,GeForce RTX 5060 Ti Gaming OC 16GB,16,49999,False,84400,1.688,111000.0,0.7604,84850.0,-450.0,83200.0,1200.0,81650.0,2750.0,75800.0,8600.0,84200.0,831.1638426528299,0.0099,83200.0,1174.6326680124125,0.0141,81325.0,2854.043304999677,0.0351,84.22,50.8,95.4,0.18
OBS-1131,LST-5060TI-16G-MD,2026-07-20,85400,True,0,False,RTX5060TI-16G-GIGA-GAMING,MDCOMPUTERS,RTX 5060 Ti,Gigabyte,GeForce RTX 5060 Ti Gaming OC 16GB,16,49999,False,85400,1.708,111000.0,0.7694,84400.0,1000.0,84200.0,1200.0,81800.0,3600.0,76450.0,8950.0,84400.0,332.9164059241015,0.0039,83450.0,1047.9571965086905,0.0126,81725.0,2609.2739295751944,0.0319,84.22,50.8,95.4,0.18
OBS-1132,LST-5060TI-16G-PRIME,2026-07-20,85800,True,250,False,RTX5060TI-16G-GIGA-GAMING,PRIMEABGB,RTX 5060 Ti,Gigabyte,GeForce RTX 5060 Ti Gaming OC 16GB,16,49999,False,86050,1.721,111000.0,0.7752,85400.0,650.0,84850.0,1200.0,82800.0,3250.0,77800.0,8250.0,84850.0,500.8326400439812,0.0059,84200.0,935.6052281049089,0.0111,82300.0,2385.279949934769,0.029,84.22,50.8,95.4,0.18
OBS-1146,LST-5060TI-16G-LOCAL,2026-07-25,84600,True,500,True,RTX5060TI-16G-GIGA-GAMING,LOCAL_VENDOR_QUOTE,RTX 5060 Ti,Gigabyte,GeForce RTX 5060 Ti Gaming OC 16GB,16,49999,False,85100,1.702,112000.0,0.7598,86050.0,-950.0,84400.0,700.0,83450.0,1650.0,78800.0,6300.0,85400.0,831.1638426528352,0.0097,84400.0,1018.7527388219714,0.0121,83000.0,2268.891993709991,0.0273,84.3,51.9,94.9,0.18
OBS-1144,LST-5060TI-16G-MD,2026-07-25,86100,True,0,False,RTX5060TI-16G-GIGA-GAMING,MDCOMPUTERS,RTX 5060 Ti,Gigabyte,GeForce RTX 5060 Ti Gaming OC 16GB,16,49999,False,86100,1.722,112000.0,0.7688,85100.0,1000.0,85400.0,700.0,83200.0,2900.0,79450.0,6650.0,85400.0,485.6267428112168,0.0057,84850.0,919.4330551254312,0.0108,83325.0,2062.7151902394103,0.0248,84.3,51.9,94.9,0.18
OBS-1145,LST-5060TI-16G-PRIME,2026-07-25,86500,True,250,False,RTX5060TI-16G-GIGA-GAMING,PRIMEABGB,RTX 5060 Ti,Gigabyte,GeForce RTX 5060 Ti Gaming OC 16GB,16,49999,False,86750,1.735,112000.0,0.7746,86100.0,650.0,86050.0,700.0,84200.0,2550.0,80000.0,6750.0,86050.0,563.4713834793192,0.0065,85100.0,745.2228813296798,0.0088,83825.0,1919.105789936428,0.0229,84.3,51.9,94.9,0.18
OBS-1159,LST-5060TI-16G-LOCAL,2026-07-30,85000,True,500,True,RTX5060TI-16G-GIGA-GAMING,LOCAL_VENDOR_QUOTE,RTX 5060 Ti,Gigabyte,GeForce RTX 5060 Ti Gaming OC 16GB,16,49999,False,85500,1.71,112500.0,0.76,86750.0,-1250.0,85100.0,400.0,84850.0,650.0,81000.0,4500.0,86100.0,831.1638426528394,0.0097,85400.0,818.9714804036104,0.0096,84300.0,1796.841704182822,0.0213,84.38,50.1,94.5,0.18
OBS-1157,LST-5060TI-16G-MD,2026-07-30,86500,True,0,False,RTX5060TI-16G-GIGA-GAMING,MDCOMPUTERS,RTX 5060 Ti,Gigabyte,GeForce RTX 5060 Ti Gaming OC 16GB,16,49999,False,86500,1.73,112500.0,0.7689,85500.0,1000.0,86100.0,400.0,84400.0,2100.0,81650.0,4850.0,86100.0,625.1666444504533,0.0073,85500.0,765.2419474228016,0.009,84625.0,1600.330494712959,0.0189,84.38,50.1,94.5,0.18
OBS-1158,LST-5060TI-16G-PRIME,2026-07-30,86900,True,250,False,RTX5060TI-16G-GIGA-GAMING,PRIMEABGB,RTX 5060 Ti,Gigabyte,GeForce RTX 5060 Ti Gaming OC 16GB,16,49999,False,87150,1.743,112500.0,0.7747,86500.0,650.0,86750.0,400.0,85400.0,1750.0,81800.0,5350.0,86500.0,661.4378277662279,0.0076,86050.0,604.6447205553642,0.007,84975.0,1485.922956605615,0.0175,84.38,50.1,94.5,0.18
OBS-1010,LST-5060TI-16G-MSI-SH-MD,2026-06-01,63500,True,0,False,RTX5060TI-16G-MSI-SHADOW,MDCOMPUTERS,RTX 5060 Ti,MSI,MSI Shadow GeForce RTX 5060 Ti 16GB GDDR7 2X OC,16,48999,False,63500,1.2959,81500.0,0.7791,,,,,,,,,,0.0,0.0,,0.0,0.0,,0.0,0.0,83.5,50.2,100.0,0.18
OBS-1011,LST-5060TI-16G-MSI-SH-VEDANT,2026-06-01,63200,True,0,False,RTX5060TI-16G-MSI-SHADOW,VEDANT,RTX 5060 Ti,MSI,MSI Shadow GeForce RTX 5060 Ti 16GB GDDR7 2X OC,16,48999,False,63200,1.2898,81500.0,0.7755,63500.0,-300.0,,,,,,,63500.0,0.0,0.0,63500.0,0.0,0.0,63500.0,0.0,0.0,83.5,50.2,100.0,0.18
OBS-1023,LST-5060TI-16G-MSI-SH-MD,2026-06-05,65600,True,0,False,RTX5060TI-16G-MSI-SHADOW,MDCOMPUTERS,RTX 5060 Ti,MSI,MSI Shadow GeForce RTX 5060 Ti 16GB GDDR7 2X OC,16,48999,False,65600,1.3388,84000.0,0.781,63200.0,2400.0,,,,,,,63350.0,212.13203435596427,0.0033,63350.0,212.13203435596427,0.0033,63350.0,212.13203435596427,0.0033,83.55,51.1,99.5,0.18
OBS-1024,LST-5060TI-16G-MSI-SH-VEDANT,2026-06-05,65300,True,0,False,RTX5060TI-16G-MSI-SHADOW,VEDANT,RTX 5060 Ti,MSI,MSI Shadow GeForce RTX 5060 Ti 16GB GDDR7 2X OC,16,48999,False,65300,1.3327,84000.0,0.7774,65600.0,-300.0,63500.0,1800.0,,,,,63500.0,1307.669683062202,0.0206,63500.0,1307.669683062202,0.0206,63500.0,1307.669683062202,0.0206,83.55,51.1,99.5,0.18
OBS-1036,LST-5060TI-16G-MSI-SH-MD,2026-06-10,68200,True,0,False,RTX5060TI-16G-MSI-SHADOW,MDCOMPUTERS,RTX 5060 Ti,MSI,MSI Shadow GeForce RTX 5060 Ti 16GB GDDR7 2X OC,16,48999,False,68200,1.3919,87500.0,0.7794,65300.0,2900.0,63200.0,5000.0,,,,,65300.0,1307.669683062202,0.02,64400.0,1224.744871391589,0.019,64400.0,1224.744871391589,0.019,83.62,49.8,99.1,0.18
OBS-1037,LST-5060TI-16G-MSI-SH-VEDANT,2026-06-10,67900,True,0,False,RTX5060TI-16G-MSI-SHADOW,VEDANT,RTX 5060 Ti,MSI,MSI Shadow GeForce RTX 5060 Ti 16GB GDDR7 2X OC,16,48999,False,67900,1.3857,87500.0,0.776,68200.0,-300.0,65600.0,2300.0,,,,,65600.0,1594.7831618540893,0.0243,65300.0,2003.2473636573193,0.0307,65300.0,2003.2473636573193,0.0307,83.62,49.8,99.1,0.18
OBS-1049,LST-5060TI-16G-MSI-SH-MD,2026-06-15,71200,True,0,False,RTX5060TI-16G-MSI-SHADOW,MDCOMPUTERS,RTX 5060 Ti,MSI,MSI Shadow GeForce RTX 5060 Ti 16GB GDDR7 2X OC,16,48999,False,71200,1.4531,91200.0,0.7807,67900.0,3300.0,65300.0,5900.0,,,,,67900.0,1594.7831618540893,0.0235,65450.0,2112.2657661067806,0.0323,65450.0,2112.2657661067806,0.0323,83.7,52.4,98.6,0.18
OBS-1050,LST-5060TI-16G-MSI-SH-VEDANT,2026-06-15,70900,True,0,False,RTX5060TI-16G-MSI-SHADOW,VEDANT,RTX 5060 Ti,MSI,MSI Shadow GeForce RTX 5060 Ti 16GB GDDR7 2X OC,16,48999,False,70900,1.447,91200.0,0.7774,71200.0,-300.0,68200.0,2700.0,63500.0,7400.0,,,68200.0,1824.8287590894658,0.0268,65600.0,2858.5710716070284,0.0436,65600.0,2858.5710716070284,0.0436,83.7,52.4,98.6,0.18
OBS-1062,LST-5060TI-16G-MSI-SH-MD,2026-06-20,74500,True,0,False,RTX5060TI-16G-MSI-SHADOW,MDCOMPUTERS,RTX 5060 Ti,MSI,MSI Shadow GeForce RTX 5060 Ti 16GB GDDR7 2X OC,16,48999,False,74500,1.5204,95000.0,0.7842,70900.0,3600.0,67900.0,6600.0,63200.0,11300.0,,,70900.0,1824.8287590894658,0.0257,67900.0,2967.4423811953357,0.0437,66750.0,3085.333971272103,0.0462,83.78,51.0,98.2,0.18
OBS-1063,LST-5060TI-16G-MSI-SH-VEDANT,2026-06-20,74200,True,0,False,RTX5060TI-16G-MSI-SHADOW,VEDANT,RTX 5060 Ti,MSI,MSI Shadow GeForce RTX 5060 Ti 16GB GDDR7 2X OC,16,48999,False,74200,1.5143,95000.0,0.7811,74500.0,-300.0,71200.0,3000.0,65600.0,8600.0,,,71200.0,1997.498435543818,0.0281,68200.0,3310.3013817619644,0.0485,67900.0,3823.7561521507964,0.0563,83.78,51.0,98.2,0.18
OBS-1075,LST-5060TI-16G-MSI-SH-MD,2026-06-25,77800,True,0,False,RTX5060TI-16G-MSI-SHADOW,MDCOMPUTERS,RTX 5060 Ti,MSI,MSI Shadow GeForce RTX 5060 Ti 16GB GDDR7 2X OC,16,48999,False,77800,1.5878,98900.0,0.7867,74200.0,3600.0,70900.0,6900.0,65300.0,12500.0,,,74200.0,1997.498435543818,0.0269,70900.0,3395.79571992022,0.0479,68050.0,4132.5940199024235,0.0607,83.85,48.9,97.8,0.18
OBS-1076,LST-5060TI-16G-MSI-SH-VEDANT,2026-06-25,77500,True,0,False,RTX5060TI-16G-MSI-SHADOW,VEDANT,RTX 5060 Ti,MSI,MSI Shadow GeForce RTX 5060 Ti 16GB GDDR7 2X OC,16,48999,False,77500,1.5817,98900.0,0.7836,77800.0,-300.0,74500.0,3000.0,68200.0,9300.0,,,74500.0,1997.498435543818,0.0268,71200.0,3599.999999999981,0.0506,68200.0,4828.871503778075,0.0708,83.85,48.9,97.8,0.18
OBS-1088,LST-5060TI-16G-MSI-SH-MD,2026-06-30,81100,True,0,False,RTX5060TI-16G-MSI-SHADOW,MDCOMPUTERS,RTX 5060 Ti,MSI,MSI Shadow GeForce RTX 5060 Ti 16GB GDDR7 2X OC,16,48999,False,81100,1.6551,102800.0,0.7889,77500.0,3600.0,74200.0,6900.0,67900.0,13200.0,,,77500.0,1997.498435543818,0.0258,74200.0,3636.7175152483474,0.049,69550.0,5177.017978674119,0.0744,83.92,50.5,97.2,0.18
OBS-1089,LST-5060TI-16G-MSI-SH-VEDANT,2026-06-30,80800,True,0,False,RTX5060TI-16G-MSI-SHADOW,VEDANT,RTX 5060 Ti,MSI,MSI Shadow GeForce RTX 5060 Ti 16GB GDDR7 2X OC,16,48999,False,80800,1.649,102800.0,0.786,81100.0,-300.0,77800.0,3000.0,71200.0,9600.0,,,77800.0,1997.498435543818,0.0257,74500.0,3713.6812694990936,0.0498,70900.0,5837.313660343315,0.0823,83.92,50.5,97.2,0.18
OBS-1101,LST-5060TI-16G-MSI-SH-MD,2026-07-05,83600,True,0,False,RTX5060TI-16G-MSI-SHADOW,MDCOMPUTERS,RTX 5060 Ti,MSI,MSI Shadow GeForce RTX 5060 Ti 16GB GDDR7 2X OC,16,48999,False,83600,1.7062,105800.0,0.7902,80800.0,2800.0,77500.0,6100.0,70900.0,12700.0,63500.0,20100.0,80800.0,1997.498435543818,0.0247,77500.0,3713.6812694990936,0.0479,71050.0,6208.152208681239,0.0874,84.0,52.0,96.8,0.18
